품목일련번호,주성분
200604265,락토바실루스카제이변종람노수스의동결건조배양물
201901949,락토바실루스카제이변종람노수스의동결건조배양물
200301486,락토바실루스카제이변종람노수스의동결건조배양물
201700802,락토바실루스카제이변종람노수스의동결건조배양물
200808511,L-시스테인|제피아스코르브산|판토텐산칼슘
201401826,아세트아미노펜|클로르페니라민말레산염|슈도에페드린염산염
201205838,아세트아미노펜|구아이페네신|페닐레프린염산염|덱스트로메토르판브롬화수소산염수화물|dl-메틸에페드린염산염|디펜히드라민염산염
201903134,아세트아미노펜|브롬페니라민말레산염|덱스트로메토르판브롬화수소산염수화물|dl-메틸에페드린염산염|슈도에페드린염산염|구아이페네신
200605371,아세트아미노펜|에텐자미드|티페피딘히벤즈산염|dl-메틸에페드린염산염|클로르페니라민말레산염|카페인무수물|티아민질산염|리보플라빈|제피아스코르브산|향소산건조엑스(8->1)
201402081,클로르페니라민말레산염|dl-메틸에페드린염산염|구아이페네신|덱스트로메토르판브롬화수소산염수화물
201902261,아세트아미노펜|클로르페니라민말레산염|덱스트로메토르판브롬화수소산염수화물|dl-메틸에페드린염산염|구아이페네신
202203017,아세트아미노펜|구아이페네신|슈도에페드린염산염|dl-메틸에페드린염산염|덱스트로메토르판브롬화수소산염수화물|클로르페니라민말레산염
200712903,라니티딘염산염|산화마그네슘|규산알루민산마그네슘|수산화알루민산마그네슘
200703718,레티놀팔미테이트|토코페롤아세테이트|티아민질산염|리보플라빈|시아노코발라민1000배산|아스코르브산|피리독신염산염|니코틴산아미드|판토텐산칼슘|무수인산수소칼슘|산화마그네슘|산화제이구리|황산망간수화물|산화아연|건조황산제일철|농축콜레칼시페롤(유상)
199802009,세티리진염산염
201402061,트리프롤리딘염산염수화물|수도에페드린염산염
199900351,피리독신염산염|티아민질산염|시아노코발라민1000배산|리보플라빈|아스코르브산|폴산|비오틴|니코틴산아미드|판토텐산칼슘
201003453,록소프로펜나트륨수화물
201905292,dl-메틸에페드린염산염|클로르페니라민말레산염|구아이페네신|덱스트로메토르판브롬화수소산염수화물
201300037,아세트아미노펜|슈도에페드린염산염|클로르페니라민말레산염|덱스트로메토르판브롬화수소산염수화물
200608328,아세트아미노펜|슈도에페드린염산염|덱스트로메토르판브롬화수소산염수화물|클로르페니라민말레산염
199702118,티아민질산염|리보플라빈|피리독신염산염|시아노코발라민|폴산|아스코르브산|토코페롤아세테이트2배산|d-비오틴|니코틴산아미드|판토텐산칼슘|푸마르산철
200501573,철단백추출물|시아노코발라민|폴산
201505608,푸르설티아민염산염|아스코르브산97%과립|리보플라빈부티레이트|피리독신염산염|시아노코발라민1000배산|폴산|비오틴|니코틴산아미드|판토텐산칼슘|토코페롤아세테이트2배산|푸마르산철|산화아연|셀레늄함유건조효모
202007331,아스코르브산과립97%|피리독신염산염|리보플라빈
200301508,L-아르기닌염산염|L-오르니틴염산염|L-시트룰린
198902101,L-시스틴
202003827,폴리소르베이트80
201604986,디펜히드라민염산염|산화아연|글리시레틴산
200003434,베타메타손발레레이트|겐타마이신황산염
200202720,리소짐염산염|제피아스코르브산|카르바조크롬|토코페롤아세테이트2배산
199802815,테르비나핀염산염
200108686,옥시메타졸린염산염|옥시메타졸린염산염
201801498,이부프로펜|파마브롬
201708080,이부프로펜|파마브롬
198700060,트리메부틴말레산염
201603262,시트룰린말산염
201902786,아세트아미노펜|클로르페니라민말레산염|슈도에페드린염산염
201902787,아세트아미노펜|dl-메틸에페드린염산염|덱스트로메토르판브롬화수소산염수화물|구아이페네신
201902788,아세트아미노펜|클로르페니라민말레산염|dl-메틸에페드린염산염|슈도에페드린염산염|덱스트로메토르판브롬화수소산염수화물|구아이페네신
199901519,니푸록사지드
201802557,프라목신염산염|히드로코르티손아세테이트|알란토인|토코페롤아세테이트
202107891,프라목신염산염|테트라히드로졸린염산염|클로르헥시딘염산염
201604350,디오스민
199702005,인산이수소나트륨|인산일수소나트륨
201605007,에르도스테인
202108018,벤포티아민|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독살포스페이트수화물|시아노코발라민1000배산|D-비오틴|폴산|산화아연|유비데카레논|농축콜레칼시페롤|토코페롤아세테이트50%|셀레늄함유건조효모|우르소데옥시콜산|산화마그네슘
201606059,미녹시딜
200705880,테르비나핀
200904082,덱시부프로펜
200100922,덱시부프로펜
200001184,로라타딘
201507693,로라타딘
201404206,로라타딘
199702177,로라타딘
201600299,아모롤핀염산염
201207362,아모롤핀염산염
201508135,클로트리마졸
200003399,클로트리마졸
201907883,브로멜라인
199701488,로얄젤리|토코페롤아세테이트|아스코르브산|티아민염산염|리보플라빈|피리독신염산염|시아노코발라민|니코틴산아미드
199907226,아모롤핀염산염
200210173,아모롤핀염산염
201802446,아세틸시스테인
201100330,테르비나핀
201604578,테르비나핀염산염|글리시리진산이칼륨|리도카인|l-멘톨
202201550,나프티핀염산염
199703154,테르비나핀염산염
198800043,피록시캄
201307464,피록시캄
199901100,테르비나핀염산염
201003571,로얄젤리|피리독신염산염|시아노코발라민|니코틴산아미드|리보플라빈|토코페롤아세테이트|아스코르브산|티아민염산염
200401046,로얄젤리|히드로코르티손
201501792,로얄젤리|히드로코르티손
201905516,수산화마그네슘|우르소데옥시콜산|노회엑스
200009088,핀넨|캄펜|보르네올|아네톨|시네올|펜콘
200009525,핀넨(α+β)|캄펜|시네올|멘톤|멘톨|보르네올
200102499,엔테로코쿠스페칼리스F-100균|로페라미드염산염|베르베린염화물수화물|아크리놀수화물
199400028,암브록솔염산염
201602206,티아민모노포스페이트클로라이드|폴리네이트칼슘|리보플라빈포스페이트나트륨|시아노코발라민|피리독신염산염|니코틴산아미드|덱스판테놀
201700401,나프록센
200301993,로얄젤리|토코페롤아세테이트|아스코르브산|티아민염산염|리보플라빈|피리독신염산염|시아노코발라민|니코틴산아미드
200502669,홍화유|토코페롤아세테이트|피리독신염산염
200001369,리도카인
199701967,세티리진염산염
200902679,콘드로이틴설페이트나트륨|염화칼륨|염화칼슘수화물|염화나트륨|탄산수소나트륨|히프로멜로오스
200704593,네오스티그민메틸황산염|테트라히드로졸린염산염|알란토인|클로르페니라민말레산염|L-아스파르트산칼륨|피리독신염산염
198700493,로페라미드염산염
197800212,로페라미드염산염
201604010,아크리놀수화물|베르베린염화물수화물|비스무트차질산염|스코폴리아엑스10배산
199702618,로얄젤리|토코페롤아세테이트|아스코르브산|티아민염산염|리보플라빈|피리독신염산염|시아노코발라민|니코틴산아미드
201604211,아크리놀수화물|베르베린염화물수화물|비스무트차질산염|스코폴리아엑스10배산
201907189,로페라미드염산염
201402408,시메티콘파우더|로페라미드염산염
200200774,시클로피록스
199400779,시클로피록스
197600412,로페라미드염산염
201404888,로페라미드염산염
200906275,록소프로펜나트륨수화물
200806356,록소프로펜나트륨수화물
200811495,록소프로펜나트륨수화물
200709833,록소프로펜나트륨수화물
202001082,록소프로펜나트륨수화물
200709834,록소프로펜나트륨수화물|록소프로펜나트륨수화물
201706432,록소프로펜나트륨수화물
201505060,록소프로펜나트륨수화물
198900699,암브록솔염산염
200809417,록소프로펜나트륨수화물
201601114,아모롤핀염산염
201602386,리도카인
199602289,케토프로펜
200700233,디클로페낙디에틸암모늄
201000863,콘드로이틴설페이트나트륨|티아민질산염|토코페롤아세테이트|판토텐산칼슘|니코틴산아미드|피리독신염산염|시아노코발라민1000배산
200900379,콘드로이틴설페이트나트륨|티아민질산염|토코페롤아세테이트|판토텐산칼슘|니코틴산아미드|피리독신염산염|시아노코발라민1000배산|마늘건조엑스(100→1)
202100451,브리모니딘타르타르산염
201602120,리소짐염산염|제피아스코르브산|토코페롤아세테이트2배산|카르바조크롬
201404613,플루르비프로펜
201403992,플루르비프로펜
200303264,히드로퀴논
202000172,글루타티온(환원형)
202001466,글루타티온(환원형)
199600625,아세트아미노펜
200905103,플루르비프로펜
202005496,이부프로펜
201109823,염화나트륨|염화칼륨|히프로멜로오스
200704406,사유|레티놀팔미테이트유|에르고칼시페롤과립|동클로로필
201706393,카르복시메틸셀룰로오스나트륨
201804566,디클로페낙나트륨
199803970,디클로페낙디에틸아민
200000254,케토프로펜
201801390,디클로페낙나트륨
200402581,밀크시슬열매건조엑스|티아민염산염|리보플라빈|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민
200502304,홍화유|토코페롤아세테이트|피리독신염산염
197600722,카르보시스테인
198200689,카르보시스테인
197800466,카르보시스테인
198301005,L-카르보시스테인
200200757,페닐레프린염산염|클로르페니라민말레산염
200403647,홍화유|토코페롤아세테이트|피리독신염산염
202000214,플루르비프로펜
201500378,리도카인
201402362,리도카인
201605549,리도카인
201604031,리도카인
201308292,리도카인
200809992,리도카인
201902587,리도카인
201800709,리도카인
201905265,리도카인
201800681,리도카인
199701416,이부프로펜
201400325,아세트아미노펜|클로르페니라민말레산염|dl-메틸에페드린염산염|슈도에페드린염산염|덱스트로메토르판브롬화수소산염수화물|구아이페네신
202004906,벤포티아민|푸르설티아민|리보플라빈|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독신염산염|피리독살포스페이트수화물|D-비오틴|폴산|시아노코발라민1000배산|히드록소코발라민아세트산염|이노시톨|콜린타르타르산염|직타용아스코르브산97%|토코페롤아세테이트2배산|산화아연|셀레늄함유건조효모|산화마그네슘|콜레칼시페롤과립|우르소데옥시콜산|감마-오리자놀
199500495,L-아르기닌|시트르산수화물|베타인|베타인염산염
201403460,덱시부프로펜
202201615,아세트아미노펜|구아이페네신|슈도에페드린염산염|dl-메틸에페드린염산염|덱스트로메토르판브롬화수소산염수화물|클로르페니라민말레산염
201307905,케토티펜푸마르산염
200502310,클로르족사존|아세트아미노펜
200402866,구아야줄렌
200802981,헤파린나트륨|덱스판테놀|알란토인
200003409,트리메부틴말레산염
200400462,밀크시슬열매건조엑스|카르두스마리아누스엑스|티아민염산염|리보플라빈|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민1000배산
200810910,L-아르기닌|시트르산수화물|베타인염산염|베타인
200600412,밀크시슬열매건조엑스|리보플라빈|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민1000배산|티아민염산염
201405790,L-아르기닌|시트르산수화물|베타인염산염|베타인
200808555,L-아르기닌|시트르산수화물|베타인염산염|베타인
200906256,우르소데옥시콜산|티아민질산염|리보플라빈
200904519,L-아르기닌|시트르산수화물|베타인염산염|베타인
202200851,밀크시슬열매건조엑스
200301855,밀크시슬열매건조엑스|티아민염산염|리보플라빈|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민
200500106,건강가루|인삼가루|울금건조엑스(15→1)|황금건조엑스(6→1)|황련건조엑스(6→1)|황백건조엑스(6→1)|우르소데옥시콜산
201506465,L-아르기닌|베타인|베타인염산염|시트르산수화물
200904697,밀크시슬열매건조엑스|티아민질산염|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민
200903043,밀크시슬열매건조엑스|티아민질산염|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민
200403719,밀크시슬열매건조엑스|티아민염산염|리보플라빈|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민
200901818,밀크시슬열매건조엑스|티아민질산염|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민
200402297,밀크시슬열매건조엑스|티아민염산염|리보플라빈|피리독신염산염|니코틴산아미드|판토텐산칼슘|시아노코발라민
199802671,리보플라빈부티레이트|피리독신염산염|니코틴산아미드|비오틴|L-시스테인
202200981,아세트아미노펜|에페드린염산염|카페인무수물
201404360,시트룰린말산염
201504166,폴리데옥시리보뉴클레오티드나트륨
201801922,티아민질산염|리보플라빈|니코틴산아미드|피리독신염산염|시아노코발라민1000배산|농축콜레칼시페롤(유상)|산화아연
201309804,니코틴산아미드|피리독신염산염|리보플라빈|벤포티아민|우르소데옥시콜산|이노시톨|콜린타르타르산염
201905873,비스무트차질산염|스코폴리아엑스10배산|우르소데옥시콜산|베르베린탄닌산염
199302515,이부프로펜
201504173,리도카인
201405771,폴리데옥시리보뉴클레오티드나트륨
202006338,리도카인
201803896,수산화마그네슘|우르소데옥시콜산|노회엑스|판토텐산칼슘
202005973,수산화마그네슘|우르소데옥시콜산|노회엑스|판토텐산칼슘|피리독신염산염|푸르설티아민|티아민질산염
200102561,알파칼시돌
202104651,수산화마그네슘|우르소데옥시콜산|노회엑스|피리독신염산염|판토텐산칼슘|벤포티아민
201803598,우르소데옥시콜산|티아민질산염|리보플라빈
199801231,디펜히드라민|dl-캄파|L-멘톨|디부카인염산염|에녹솔론
201803840,리도카인
202004701,바실루스리케니포르미스균
202004644,바실루스리케니포르미스균
200907723,바실루스리케니포르미스균
202006434,벤포티아민|피리독신염산염
201707283,폴리데옥시리보뉴클레오티드나트륨
201404287,디아스타제·프로테아제·셀룰라제|리파제|우르소데옥시콜산|시메티콘파우더
201208472,카보머
200511290,카보머
200603937,카르복시메틸셀룰로오스나트륨
199801343,L-아르기닌|시트르산수화물|베타인염산염|베타인
200004038,판테틴|콩기름불검화물|비타민E
201307061,아스피린
201901551,데소게스트렐|에티닐에스트라디올
202000245,비사코딜|우르소데옥시콜산|도큐세이트나트륨
201605110,폴리크레줄렌액50%
202201105,비스무트차질산염|스코폴리아엑스|아크리놀수화물|베르베린염화물수화물|락토바실루스스포로게네스균
201900100,알마게이트
201800515,알마게이트
201901436,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|감마오리자놀
201708055,산화마그네슘|토코페롤아세테이트2배산|벤포티아민|셀레늄가루0.1%|염화크롬수화물
202003341,락트산마그네슘수화물|피리독신염산염
200301499,락트산마그네슘수화물|피리독신염산염
202000147,수산화마그네슘|우르소데옥시콜산
201701043,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|벤포티아민|감마오리자놀
200608466,수산화마그네슘
202107155,산화마그네슘|토코페롤아세테이트|푸르설티아민|리보플라빈|피리독살포스페이트수화물|시아노코발라민|폴산|감마오리자놀|농축콜레칼시페롤(유상)
202107129,산화마그네슘|시트르산마그네슘수화물|글리세로인산마그네슘|콜레칼시페롤농축분말|푸르설티아민|피리독신염산염|초산디알파토코페롤
202007806,글리세로인산마그네슘|피리독신염산염|니코틴산아미드|리보플라빈포스페이트나트륨
202200864,산화마그네슘|토코페롤아세테이트|벤포티아민|리보플라빈|피리독신염산염|시아노코발라민|γ-오리자놀|산화아연|셀레늄함유건조효모
202106818,산화마그네슘|토코페롤아세테이트|푸르설티아민|피리독신염산염|γ-오리자놀|시아노코발라민
200905423,토코페롤아세테이트|산화마그네슘|티아민질산염|리보플라빈|피리독신염산염|니코틴산아미드
202107918,글리세로인산마그네슘|피리독신염산염|니코틴산아미드|리보플라빈포스페이트나트륨
201700055,토코페롤아세테이트2배산|산화마그네슘|마늘건조엑스(100→1)
201405110,산화마그네슘|토코페롤아세테이트|γ-오리자놀|피리독신염산염|티아민질산염
202108167,산화마그네슘|토코페롤아세테이트|셀레늄함유건조효모|유비데카레논
201403242,산화마그네슘
202107278,산화마그네슘|벤포티아민|피리독신염산염|시아노코발라민|토코페롤아세테이트|감마-오리자놀
202103608,산화마그네슘|벤포티아민|피리독신염산염|시아노코발라민|토코페롤아세테이트|감마-오리자놀
201501637,토코페롤아세테이트|산화마그네슘|벤포티아민|티아민질산염|피리독신염산염|감마오리자놀
201601691,토코페롤아세테이트|산화마그네슘|티아민질산염|피리독신염산염|γ-오리자놀|니코틴산아미드
202104379,산화마그네슘|벤포티아민|리보플라빈|니코틴산아미드|피리독신염산염|시아노코발라민|토코페롤아세테이트|감마-오리자놀
201803664,글리세로인산마그네슘|피리독신염산염|니코틴산아미드|리보플라빈포스페이트나트륨
201706740,산화마그네슘|토코페롤아세테이트2배산|벤포티아민|리보플라빈|피리독신염산염|시아노코발라민100배산
201307920,토코페롤아세테이트|산화마그네슘|티아민질산염|피리독신염산염
201308377,산화마그네슘|토코페롤아세테이트|셀레늄함유건조효모
201507585,산화마그네슘|토코페롤아세테이트|피리독신염산염|티아민질산염|니코틴아마이드
201600864,글리세로인산마그네슘|피리독신염산염
200702161,글리세로인산마그네슘|피리독신염산염
202200799,산화마그네슘|토코페롤아세테이트|벤포티아민|피리독신염산염|시아노코발라민|감마-오리자놀
202202104,산화마그네슘|토코페롤아세테이트|벤포티아민|피리독신염산염|리보플라빈|감마-오리자놀|시아노코발라민|폴산
201503600,산화마그네슘|토코페롤아세테이트|γ-오리자놀|피리독신염산염|티아민질산염
201401904,토코페롤아세테이트|산화마그네슘|티아민질산염|리보플라빈|피리독신염산염|니코틴산아미드|농축콜레칼시페롤(분말형)
201706490,알마게이트
199901457,산화마그네슘
199901458,산화마그네슘
202200438,산화마그네슘|토코페롤아세테이트|벤포티아민|피리독신염산염|리보플라빈|니코틴산아미드|시아노코발라민|γ-오리자놀|우르소데옥시콜산
201700293,산화마그네슘|토코페롤아세테이트|γ-오리자놀|피리독신염산염|티아민질산염
202200437,산화마그네슘|토코페롤아세테이트|티아민질산염|피리독신염산염|γ-오리자놀|우르소데옥시콜산
201502915,산화마그네슘|토코페롤아세테이트|γ-오리자놀|피리독신염산염|티아민질산염
202201563,산화마그네슘|토코페롤아세테이트|감마-오리자놀|피리독신염산염|티아민질산염
201705249,글루콘산칼슘수화물|인산수소칼슘수화물|농축콜레칼시페롤(유상)|산화마그네슘
202000310,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|감마오리자놀
201308173,산화마그네슘|토코페롤아세테이트|셀레늄함유건조효모
201606492,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|벤포티아민|감마오리자놀
201604413,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|감마오리자놀
199801309,라니티딘염산염|산화마그네슘|규산알루민산마그네슘|수산화알루민산마그네슘
200003806,토코페롤아세테이트|산화마그네슘
202004088,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|감마오리자놀
201700144,토코페롤아세테이트|산화마그네슘|푸르설티아민|피리독신염산염|시아노코발라민|감마오리자놀
202200834,산화마그네슘|토코페롤아세테이트|벤포티아민|피리독신염산염|리보플라빈|유비데카레논|γ-오리자놀|시아노코발라민
201802334,산화마그네슘|토코페롤아세테이트|벤포티아민|리보플라빈|피리독신염산염|시아노코발라민|γ-오리자놀|마늘엑스(100→1)
201500724,산화마그네슘|토코페롤아세테이트|γ-오리자놀|피리독신염산염|티아민질산염
201707501,리도카인
200808755,수산화마그네슘|우르소데옥시콜산|노회엑스
202001036,디오스민
201405772,티아민질산염|리보플라빈부티레이트|피리독살포스페이트수화물|히드록소코발라민아세트산염|아스코르브산|토코페롤아세테이트2배산
201803431,아스피린
201900742,아세트아미노펜|슈도에페드린염산염|클로르페니라민말레산염
201900744,아세트아미노펜|구아이페네신|덱스트로메토르판브롬화수소산염수화물|dl-메틸에페드린염산염
201900743,아세트아미노펜|구아이페네신|슈도에페드린염산염|덱스트로메토르판브롬화수소산염수화물|클로르페니라민말레산염|dl-메틸에페드린염산염
200903973,센텔라정량추출물|네오마이신황산염
201706970,디멘히드리네이트|카페인무수물|피리독신염산염
198802327,수산화마그네슘
200302007,수산화마그네슘|우르소데옥시콜산|노회엑스
201501578,트리메부틴말레산염
200807312,알긴산|카르복시메틸셀룰로오스나트륨
201606430,폴리말토오스수산화제이철착염|폴산|판토텐산칼슘|피리독신염산염|시아노코발라민1000배산
199900248,크로타미톤|디펜히드라민|에녹솔론|디부카인염산염|dl-캄파|L-멘톨
201606763,디멘히드리네이트|카페인무수물|피리독신염산염
201605133,트리암시놀론아세토니드
197900219,클레마스틴푸마르산염
201600837,트리암시놀론아세토니드
202002774,아시클로버|히드로코르티손
201702434,미녹시딜
200712998,미녹시딜
198701670,미녹시딜
199803081,미녹시딜
200903837,약용효모|케라틴|티아민질산염|판토텐산칼슘|L-시스틴|p-아미노벤조산
200502601,수산화마그네슘|우르소데옥시콜산|노회건조엑스
202008115,폴리데옥시리보뉴클레오티드나트륨
200811440,미녹시딜
200701470,미녹시딜
200500504,폴리에틸렌글리콜3350
200600233,락트산마그네슘수화물|피리독신염산염
201701023,벤포티아민|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|비오틴|폴산|시아노코발라민1000배산|제피아스코르브산|이노시톨|콜레칼시페롤농축분말|시트르산칼슘수화물|산화마그네슘|우르소데옥시콜산|산화아연|콜린타르타르산염|γ-오리자놀
202002968,미녹시딜
201905258,미녹시딜
201307379,피리독신염산염|시아노코발라민|아스코르브산과립|판토텐산칼슘|산화마그네슘|황산아연수화물|농축콜레칼시페롤
200800687,게스토덴|에티닐에스트라디올
200301069,트리메부틴말레산염
202200724,벤포티아민|아스코르브산|피리독신염산염|산화아연|산화마그네슘|시트르산칼슘수화물|토코페롤아세테이트2배산|판토텐산칼슘|리보플라빈부티레이트|푸르설티아민|셀레늄함유건조효모|크롬함유건조효모|니코틴산아미드|농축콜레칼시페롤|시아노코발라민|비오틴|폴산
202001196,약용효모|케라틴|티아민질산염|판토텐산칼슘|L-시스틴|p-아미노벤조산
201006807,유비데카레논|니코틴산아미드|리보플라빈|시아노코발라민|티아민염산염|산화마그네슘|판토텐산칼슘|콜레칼시페롤과립|피리독신염산염|산화아연|폴산|비오틴|무수인산수소칼슘|아스코르브산97%과립
200900833,시트르산칼슘수화물|콜레칼시페롤농축물(분말형)|시아노코발라민|폴산
201307693,히드로코르티손
201307692,히드로코르티손
200908760,클로르헥시딘글루콘산염액
199806429,글루콘산클로르헥시딘액20%
200904159,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|피리독신염산염|니코틴산아미드
201902614,세인트존스워트80%메탄올건조엑스
202202289,산화마그네슘|토코페롤아세테이트|셀레늄함유건조효모|유비데카레논
201804504,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|감마오리자놀
201906113,진피건조엑스(5→1)|아세트아미노펜|dl-메틸에페드린염산염|클로르페니라민말레산염|노스카핀|카페인수화물
200800438,덱스판테놀|멸균천연해수
201904215,아세트아미노펜
199001559,트리메부틴말레산염
199102270,트리메부틴말레산염
201707545,폴산
200806961,리소짐염산염|제피아스코르브산|토코페롤아세테이트2배산|카르바조크롬
202004542,아셀렌산나트륨오수화물|콜레칼시페롤농축분말
202200765,아셀렌산나트륨오수화물|산화아연|벤포티아민
201405232,토코페롤아세테이트|농축콜레칼시페롤유
201605694,탄산칼슘|농축콜레칼시페롤(분말형)
201803085,토코페롤아세테이트|산화마그네슘|벤포티아민|티아민질산염|셀레늄함유건조효모|감마오리자놀
200712151,리도카인
201400284,티아민질산염|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|시아노코발라민|콜레칼시페롤과립|레티놀팔미테이트유|콜린타르타르산염|토코페롤아세테이트50%|아스코르브산과립97%
201006555,티아민질산염|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|시아노코발라민|d-비오틴|콜린타르타르산염|이노시톨|γ-오리자놀|아스코르브산과립97%
202106002,벤포티아민|리보플라빈부티레이트|니코틴산아미드|판토텐산칼슘|피리독살포스페이트수화물|히드록소코발라민아세트산염|비오틴|폴산|콜린타르타르산염|이노시톨|아스코르브산|토코페롤아세테이트2배산|농축콜레칼시페롤(분말형)|셀레늄함유건조효모|산화마그네슘|산화아연|유비데카레논|γ-오리자놀|우르소데옥시콜산
201400143,티아민질산염|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|시아노코발라민|글루쿠로노락톤|콜린타르타르산염|이노시톨|γ-오리자놀|우르소데옥시콜산|유비데카레논
200710841,카르복시메틸셀룰로오스나트륨
201501557,시아노코발라민1000배산|리보플라빈|폴산|제피아스코르브산|산화아연|피리독신염산염|니코틴산아미드|판토텐산칼슘|벤포티아민|비오틴|콜린타르타르산염|이노시톨|우르소데옥시콜산|토코페롤아세테이트2배산|γ-오리자놀|콜레칼시페롤농축분말
200904308,탄산마그네슘|스코폴리아엑스10배산|디아스타제·프로테아제100|탄산수소나트륨
200700917,우르소데옥시콜산|디아스타제·프로테아제·셀룰라제|리파제
200201695,덱시부프로펜
201005697,덱시부프로펜
201107084,덱시부프로펜
201600573,레티놀아세테이트과립|β-카로틴20%과립|토코페롤아세테이트2배산|콜레칼시페롤과립|피토나디온5%|제피아스코르브산|니코틴산아미드3배산|피리독신염산염3배산|티아민질산염3배산|리보플라빈|폴산|시아노코발라민1000배산|비오틴|판토텐산칼슘|무수인산수소칼슘|푸마르산철|산화마그네슘|산화제이구리|산화아연|셀레늄함유건조효모|염화크롬|몰리브덴함유건조효모|황산망간수화물|염화칼륨|이노시톨|γ-오리자놀
201907915,덱시부프로펜
200710817,덱시부프로펜
200904632,덱시부프로펜
201005753,덱시부프로펜
201404850,나프록센
200402063,판크레아틴|시메티콘
200803879,구아이페네신|슈도에페드린염산염|덱스트로메토르판브롬화수소산염수화물
200003493,메코발라민|토코페롤아세테이트2배산|푸르설티아민염산염|피리독신염산염
201604251,토코페롤아세테이트|산화마그네슘|피리독신염산염|티아민질산염|벤포티아민|감마오리자놀
200901517,이부프로펜
201405522,살리실산메틸|L-멘톨|l-멘톨|dl-캄파|dl-캄퍼|노닐산바닐릴아미드
201905649,디클로페낙나트륨
200501177,디클로페낙디에틸암모늄
201804285,록소프로펜나트륨수화물
202203274,이부프로펜
200802243,케토프로펜
200200947,케토프로펜
200501175,펠비낙
200501187,플루르비프로펜
200711759,황백연조엑스(3.3→1)|치자연조엑스(3.0→1)|산초30%에탄올연조엑스(3.3→1)|살리실산글리콜|L-멘톨|d-캄파|토코페롤아세테이트|글리시리진산
201900764,우레아
201802172,L-아스파르트산-L-아르기닌수화물
201404030,시트룰린말산염
200009522,데소게스트렐|에티닐에스트라디올
201603600,메클리진염산염수화물
202007078,티아민질산염|리보플라빈|니코틴산아미드|피리독신염산염|판토텐산칼슘|셀레늄함유건조효모|푸마르산철|폴산|시아노코발라민1000배산|직타용아스코르브산97%|콜레칼시페롤농축분말|토코페롤아세테이트2배산|산화아연|레티놀아세테이트과립|산화마그네슘|황산칼륨|인산수소칼슘수화물|유비데카레논
200808195,L-류신|L-메티오닌|L-발린|L-이소류신|L-트레오닌|L-페닐알라닌|L-트리프토판|L-리신염산염|L-아르기닌염산염|티아민질산염|토코페롤숙시네이트칼슘|리보플라빈|니코틴산아미드|피리독신염산염
202005215,유비데카레논|벤포티아민|푸르설티아민|폴산|시아노코발라민1000배산|콜레칼시페롤과립|토코페롤아세테이트2배산|무수인산수소칼슘|황산칼륨|산화마그네슘|산화아연
201804518,유비데카레논|γ-오리자놀|우르소데옥시콜산|제피아스코르브산|토코페롤아세테이트2배산|판토텐산칼슘|푸르설티아민|니코틴산아미드|시아노코발라민1000배산|리보플라빈부티레이트|콜레칼시페롤과립|β-카로틴20%과립|레티놀아세테이트과립|피리독신염산염|폴산|비오틴|무수인산수소칼슘|산화마그네슘|산화아연|황산칼륨|황산망간수화물
201103161,콘드로이틴설페이트나트륨|푸르설티아민염산염|니코틴산아미드|피리독신염산염|판토텐산칼슘|리보플라빈부티레이트|γ-오리자놀|콜린타르타르산염|시아노코발라민1000배산|이노시톨
202001424,리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|콜린타르타르산염|D-비오틴|산화아연|직타용아스코르브산97%|시아노코발라민1000배산|티아민질산염|푸르설티아민|감마-오리자놀|산화마그네슘
201504791,벤포티아민|리보플라빈|니코틴산아미드|판토텐산칼슘|피리독신염산염|폴산|시아노코발라민1000배산|콜린타르타르산염|이노시톨|비오틴|산화아연|제피아스코르브산|푸르설티아민|우르소데옥시콜산
