품목일련번호,combined,
201707149, 12세미만소아는의사또는약사와상의하십시오.는이약을복용하지마십시오.,
200100163,소아5세이상은1회15mg씩1일2~3회|2~4세는1회7.5mg씩1일3회식사와관계없이복용합니다.,
199600087,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
199001080,급성질환에6～14세는1회2캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회2캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다. 2세미만영아는이약을복용하지마십시오.,
198901021,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
202005275,3∼12세는1회5mL|12세이상은1회10mL|통상1일3회복용합니다 미숙아및신생아는 이약을복용하지마십시오.,
201602679,,
200401475,7세이상의어린이는1회1정(200mg)씩1일3회복용합니다.,
197400277,14세이상은1회1~2정(8~16mg)씩1일3회|6세이상14세미만소아는1회1/2~1정(4~8mg)씩1일2~3회|2세이상6세미만의소아는1회1/2정(4mg)씩1일1~2회복용합니다.,
202007163,3∼12세는1회5mL|12세이상은1회10mL|통상1일3회복용합니다 미숙아및신생아는 이약을복용하지마십시오.,
201206250,12세이상의어린이는1회1정씩빨아서복용합니다 12세미만의어린이는이약을복용하지마십시오.,
201206776,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
201602738,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
201404707,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
200900740,,
200908472,설사에영아및어린이는1일1~3mL를복용하십시오. 영아는수유전에|어린이는식후에복용하도록하십시오.,
198801531,급성질환에6～14세는1회2캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6～14세는1회1캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회2캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다. 2세미만영아는이약을복용하지마십시오.,
201900598,급성질환에만6~14세의소아는1회200mg씩|1일2회식전에소량의물과함께복용합니다. 만성질환에만6~14세의소아는1회100mg씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에만6세이상소아는1회200mg씩|1일3회식전에소량의물과함께복용합니다.,
201500723,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
199302666,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
201801561,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
201907830,,
201908614,1일1~3회|4시간이상간격|만11세이상~만15세미만은1회1캡슐씩|1일1~3회|4시간이상간격|만8세이상~만11세미만은1회1캡슐씩|1일1~2회|6시간이상간격으로공복(빈속)시를피하여복용합니다. 만3개월미만의영아는 이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만3개월이상만2세미만의영아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202000773,,
201103627,,
202106821,만12세이상어린이은1회1정씩|1일2회또는1회2정씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201602637,만8세이상은1일1회|1회1캡슐복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202007080,만12세이상은1회1정씩|1일1회복용합니다. 만6세이하의어린이가과량복용시철분중독성사망을일으킬수있으므로어린이의손에닿지않는곳에보관하십시오. 이약을복용하기전에만1세미만의젖먹이햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도·감독하에투여하십시오,
201801373,4개월이상사용하여도증상의개선이없을경우사용을즉각중지하고의사또는약사와상의하십시오.,
201800970,4개월이상사용하여도증상의개선이없을경우사용을즉각중지하고의사또는약사와상의하십시오.,
201800971,4개월이상사용하여도증상의개선이없을경우사용을즉각중지하고의사또는약사와상의하십시오.,
201507723,만12세이상은1회1번씩|1일3회의범위내에서각코안에뿌립니다 만12세미만의어린이는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201109733,만11세이상~만15세미만은1회1정씩1일4회(복용간격3시간이상)|만8세이상~만11세미만은1회1정씩1일3회(복용간격4시간이상)씹거나삼키지말고|입안에서천천히녹여서복용합니다.  만3개월미만의영아는이약을복용하지마십시오.,
199806820,,
200901620,유소아는이약을 복용하지마십시오.,
200800688,,
200907060,어린이에게투여할경우보호자의지도감독하에투여하십시오,
199902599,,
200607006,,
201102069,만8세이상어린이은1회1정씩|1일2회복용합니다. 만3개원미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이는의사또는약사와상의하십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201602340,급성질환에6~14세는1회1포(200mg)씩|1일2회|2~5세는1회1/2포(100mg)씩|1일3회소량의물과함께복용합니다. 만성질환에6~14세는1회1/2포(100mg)씩|1일3회소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1포(200mg)씩|1일3회|2~5세는1회1/2포(100mg)씩|1일4회소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
199800785,급성질환에6~14세는1회1캡슐(200mg)씩|1일2회식전에소량의물과함께복용합니다. 만성질환에6~14세는1회1/2캡슐(100mg)씩|1일3회식전에소량의물과함께복용합니다. 낭성섬유증에6세이상은1회1캡슐(200mg)씩|1일3회식전에소량의물과함께복용합니다.  2세미만영아는이약을복용하지마십시오.,
201101576,만3개월미만의영아및만2세미만의소아는이약을복용하지마십시오.,
201102618,이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이는의사또는약사와상의하십시오.,
199202241,,
199604959,,
201908351,만8세이상15세미만은1회1정|1일3회식간(식사때와식사때사이)및취침시복용합니다,
201404363,,
201907941,,
202003848,,
201907942,,
201503569,만8세이상은1회1정|1일1회복용합니다.  만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201906459, 12세이하의소아는이약을복용하지마십시오.,
201401876,만11세이상~만15세미만은1회2/3병(50mL)|만8세이상~만11세미만은1회1/2병(37.5mL)|만5세이상~만8세미만은1회1/3병(25mL)|만3세이상~만5세미만은1회1/4병(18.75mL)|만1세이상~만3세미만은1회1/5병(15mL)을1일3회식후에복용합니다 만3개월미만의젖먹이는이약을복용하지마십시오이약을복용하기전에만1세미만의젖먹이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202201492,에탄올등의알코올성기제가국소자극을일으킬수있으므로영·유아또는점막부위에이약투여시주의하십시오,
201804147,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아 및만15세미만의어린이만3개월이상및만2세미만의영ㆍ유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
200308600,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200202573,만12세이상은1회1캡슐씩|1일2회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
198200102,,
201907826,,
201403580,소아는이약을사용하지마십시오.,
201801484,,
201112308,만2세이하의영아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201501213, 18세미만은이약을사용하지마십시오.,
199600328,,
200004262,,
200801957,소아는이약을사용하지마십시오.,
201505821,,
201206383,이약을복용하기전에6세미만의어린이는의사또는약사와상의하십시오.,
201400876,12세이상의소아는1회10~20mL을1일4회(식후및취침전)복용합니다. 이약을복용하기전에12세미만의어린이는 의사또는약사와상의하십시오는의사또는약사와상의하십시오.,
201605326,만12세이상1회1정씩|1일1회식후에복용합니다.  만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
199000005,만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
200502148,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이 만3개월이상및만2세미만의영‧유아는의사또는약사와상의하십시오.,
202103971,만3개월미만의영아(갓난아기)는이약을복용하지마십시오.이약을복용하기전에수두또는인플루엔자에감염되어있거나또는의심되는영아(갓난아기)및만15세미만의어린이만3개월이상만1세미만의영아(갓난아기)는의사또는약사와상의하십시오.,
201205276,,
200001378,,
199500165,30개월이하의유아는 이약을사용하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
199500850,,
201501060, 18세미만은이약을사용하지마십시오.,
202008175,유·소아는이약을사용하지마십시오.,
202200638,유·소아는이약을사용하지마십시오.15세미만의소아에는사용하지마십시오,
200200620, 소아는이약을사용하지마십시오.,
202106262,18세미만은이약을사용하지마십시오.,
201507235, 유아및소아는이약을사용하지마십시오.,
200500986,,
201406134,유소아는1회1g|1일3회복용합니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
198902459,,
201310592,,
199301093,만3개월미만의영아는이약을복용하지마십시오.이약을복용하기전에 수두또는인플루엔자에감염되어있거나또는의심되는영아및만15세미만의어린이만2세미만의영아ㆍ유아는의사또는약사와상의하십시오.,
201904798,이약을복용하기전에만3개월이상및만2세미만의영·유아는의사또는약사와상의하십시오.만7세이하의영·유아에게는시럽제를복용시키십시오,
198200799,,
201908104,만12세이상은1회2캡슐씩|1일1회또는1회1캡슐씩|1일2회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
200200330,소아는이약을사용하지마십시오.,
200901020,만11세이상~만15세미만소아는1회1.34g|만8세이상~만11세미만소아는1회1g|만5세이상~만8세미만소아는1회0.67g|만3세이상~만5세미만소아는1회0.5g|만1세이상~만3세미만소아는1회0.4g|1일3회식후또는식간에(식사때와식사때사이에)물|우유|이유식등에타서또는그대로복용합니다. 이약을복용하기전에 만3개월미만의젖먹이는의사또는약사와상의하십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201505605,유소아는1회1g씩|1일3회복용합니다. 이약을복용하기전에3개월미만의영아는의사또는약사와상의하십시오,
201505604,어린이는1회1캡슐을1일3회복용합니다. 유아의경우캡슐내용물을소량의물이나우유에타서복용할수있습니다. 이약을복용하기전에3개월미만의영아는의사또는약사와상의하십시오,
201102740,,
201802096,유소아는1회1g|1일3회복용합니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
201802085,어린이는1회1캡슐씩|1일3회복용합니다. 유아의경우캡슐내용물을소량의물이나우유에타서복용할수있습니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
201500736,어린이는1회1캡슐씩|1일3회복용합니다. 유아의경우캡슐내용물을소량의물이나우유에타서복용할수있습니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
201602592,유소아는1회1g|1일3회복용합니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
201602561,어린이는1회1캡슐씩|1일3회복용합니다. 유아의경우캡슐내용물을소량의물이나우유에타서복용할수있습니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
201405336,유소아는1회1g|1일3회복용합니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
198601419,14세미만의소아는이약을사용하지마십시오.,
199201633,소아는이약을사용하지마십시오.,
201802687,18세미만의소아는이약을복용하지마십시오.,
200101249,12세이상의어린이는1회1~2캡슐씩1일2회복용하십시오. 3세~12세는1회1캡슐씩1일3회복용하십시오. 3세미만은1회1캡슐씩1일2회복용하십시오. 이약을복용하기전에 3개월미만의영아는의사또는약사와상의하십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
199501748,,
199902697,소아는이약을사용하지마십시오.,
202101735,만12세이상은1회1캡슐씩|1일2회복용합니다 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
200805092,만11세이상~만15세미만은1회1~2캡슐씩|1일2회|만8세이상~만11세미만은1회1캡슐씩|1일3회복용합니다 이약을복용하기전에어린이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201504307,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200008591,,
201201493,소아는1일1병(20mL)을물한컵과함께식전에복용합니다.,
200711893,만8세이상은1회1캡슐씩|1일2회복용합니다. 이약을복용하기전에만1세미만의젖먹이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202106349,,
202107827,,
202106350,,
202107828,,
200300069,만8세이상어린이은1회2캡슐씩|1일1회복용합니다.  만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202200972,,
201708637,11~14세어린이는1회1~2정|5~10세어린이는1회1정|1일1회복용합니다. 5세미만의어린이는이약을복용하지마십시오.,
200811058,11~14세어린이는1회1~2정|5~10세어린이는1회1정|1일1회복용합니다. 5세미만의어린이는이약을복용하지마십시오.,
200201134,만12세이상소아은4시간마다10mL씩복용하되|24시간동안60mL를초과하지마십시오. 만6세이상~12세미만은4시간마다5mL씩복용하되|24시간동안30mL를초과하지마십시오. 만2세이상~6세미만은의사의지시에따르십시오. 이약을복용하기전에어린이는 의사또는약사와상의하십시오는의사또는약사와상의하십시오.,
202005974,만8세이상은1회1정|1일1회복용합니다. 이약을복용하기전에 햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202202536,만12세이상은1회1정씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
202202535,만12세이상은1회1정씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201403359,만8세이상은1회1정씩|1일2회복용합니다. 만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에 만1세미만의젖먹이는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201606607,만8세이상어린이은1회1정씩|1일2회복용합니다. 만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이는의사또는약사와상의하십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201606463,만12세이상1회1~2정씩|1일1회식후에복용합니다. 만6세이하의어린이가과량복용시철분중독성사망을일으킬수있으므로어린이의손에닿지않는곳에보관하십시오. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201207692,만8세이상어린이은1회1정씩|1일1회복용합니다.  만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에 만1세미만의젖먹이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
199600581,만8세이상은1회1정씩|1일2회입안에서녹이거나씹어서복용합니다. 만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201802592,이약을복용하기전에6세미만의어린이는의사또는약사와상의하십시오.,
199302464,소아는이약을사용하지마십시오.,
199700479, 소아는 이약을사용하지마십시오.,
199800312,소아는이약을사용하지마십시오.,
201801429,어린이는1회1캡슐씩|1일3회복용합니다. 유아의경우캡슐내용물을소량의물이나우유에타서복용할수있습니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
200606621,,
200711800,,
200300813,,
200307984,,
199702155,,
201600366,,
201707373,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201202208,어린이에게투여할경우보호자의지도감독하에투여하십시오,
202000563,,
200300808,,
202104607,,
200709964,,
199601069,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200702038,만15세미만의소아는이약을복용하지마십시오.,
200700801,18세미만는이약을복용하지마십시오.,
200700803, 18세미만환자는이약을복용하지마십시오.,
201901322,12세이상소아는식후1회1캡슐을1일1~2회식후에복용합니다.   12세미만소아는이약을복용하지마십시오.,
201902545,만11세이상-만15세미만은1회2/3병(50mL)|만8세이상-만11세미만은1회1/2병(37.5mL)|만5세이상-만8세미만은1회1/3병(25mL)|만3세이상-만5세미만은1회1/4병(18.75mL)|만1세이상-만3세미만은1회1/5병(15mL)|1일3회식후에복용합니다 만3개월미만의젖먹이에게투여하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201306063,만12세이상은1회1캡슐|1일1회복용합니다. 만6세이하의어린이가과량복용시철분중독성사망을일으킬수있으므로어린이의손에닿지않는곳에보관하십시오. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
202004020,,
200001951,소아는이약을복용하지마십시오,
200807607,어린이에게사용할경우보호자의지도감독하에사용하십시오,
201908589,30개월이하의유아는이약을사용하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
199702966,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200802686,생후1개월미만의소아는이약을사용하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201602401,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200905978,,
201402791,,
201702594,어린이에게투여할경우보호자의지도감독하에투여하십시오,
199601101,30개월이하의유아는 이약을사용하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201606714,어린이에게투여할경우보호자의지도감독하에투여하십시오,
202003611, 소아는이약을사용하지마십시오.,
201405227,만11세이상~만15세미만은2/3포|만8세이상~만11세미만은1/2포|만5세이상~만8세미만은1/3포|만3세이상~만5세미만은1/4포|만1세이상~만3세미만은1/5포씩1일3회식후에복용합니다 이약을복용하기전에만1세미만의젖먹이는의사또는약사와상의하십시오.만1세미만의젖먹이는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200809325,만11세이상~만15세미만은1회2/3병|만8세이상~만11세미만은1회1/2병|만5세이상~만8세미만은1회1/3병|만3세이상~만5세미만은1회1/4병|만1세이상~만3세미만은1회1/5병|1일3회식후에복용합니다 만3개월미만의젖먹이는이약을복용하지마십시오이약을복용하기전에만1세미만의젖먹이는 의사또는약사와상의하십시오는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202201813,,
198400182,,
201500314,어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201706174,어린이에게투여할경우보호자의지도감독하에투여하십시오.,
201700225,30개월이하의유아는 이약을사용하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201700107,생후1개월미만의유아는이약을사용하지마십시오어린이에게투여할경우보호자의지도감독하에투여하십시오,
201700353,30개월이하의소아는이약을복용하지마십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
198700152,어린이에게투여할경우보호자의지도감독하에투여하십시오,
200002774,,
201602801,만12세이상청소년은1회1정씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200612692,,
202107320,,
200708899,신생아및6개월미만의영아는이약을사용하지마십시오.,
201500644,만8세이상~만15세미만은1회1정|1일3회복용합니다,
200301992,,
199500820,,
202106477,,
202104593,,
200904579,만7세이하의영는이약을복용하지마십시오.유아에게는투여하지않습니다,
200002328,,
200902331,소아(3세이상)은1회5mL직장내주입합니다. 3세미만의소아는약액의1/2정도사용합니다 어린이에게투여할경우보호자의지도감독하에투여하십시오,
202004970,필요시2~3시간마다영아는1회|1개월~12개월은1~2회|1세~2세는1~3회|2세~5세는1~4회|5세~8세는1~5회|8세~12세는1~6회분무(뿌림)합니다,
198200504,,
200810809,11세이상~15세미만은1회16mL|7세이상~11세미만은1회12mL|3세이상~7세미만은1회8mL|2세이상~3세미만은1회6mL를1일4회|매식후및필요한경우에는취침전에복용합니다 이약을복용하기전에 만2세미만의영아및유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
199300224,11~14세는1회200~250mg(10~13mL)|7~10세는1회150~200mg(8~10mL)|3~6세는1회100~150mg(5~8mL)|1~2세는1회50~100mg(3~5mL)을1일3~4회복용합니다. 체중이30kg미만인어린이는1일량이500mg(25mL)을초과해서는안되며공복시투여는피하는것이바람직합니다.,
200210727,신생아및6개월미만의영아는이약을사용하지마십시오.,
200210726, 신생아및6개월미만의영아는이약을복용하지마십시오.,
199600246,,
196600012,1~14세는1회1~2정|8~10세는1회1정을1일3회식후에복용합니다. 어린이에게투여할경우보호자의지도감독하에투여하십시오.,
196600011,11~14세는1회1~2정|8~10세는1회1정을1일3회식후에복용합니다. 어린이에게투여할경우보호자의지도감독하에투여하십시오.,
198800190,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201502206,만7세이하의영는이약을복용하지마십시오.유아에게는투여하지않습니다,
201501809,,
201601618,,
200103537,,
200809924,어린이는1회1캡슐씩|1일3회복용합니다. 유아의경우캡슐내용물을소량의물이나우유에타서복용할수있습니다. 이약을복용하기전에3개월미만의영아는 의사또는약사와상의하십시오,
201607401,,
200903775,만7세이하의어린이는이약을복용하지마십시오,
202003699,이약을복용하기전에속쓰림증상이3개월이상지속는의사또는약사와상의하십시오.,
200904946,만11세이상~만15세미만은1회1⅓정|1일3회식후에복용하십시오. 만8세이상~만11세미만은1회1정|1일3회식후에복용하십시오,
200607815,,
200002833,,
201403893,2세이하의소아는이약을복용하지마십시오.,
200001761,신생아및6개월미만의영아는이약을사용하지마십시오.,
200001760, 신생아및6개월미만의영아는이약을복용하지마십시오.,
201401964,어린이에게투여할경우보호자의지도감독하에투여하십시오,
201803219,,
200002463,,
201804264,,
201501313,어린이에게투여할경우보호자의지도감독하에투여하십시오.,
199501767,만8세이상은1회1정씩|1일1회복용합니다.  만3개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에만1세미만의젖먹이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200403777,24개월이상의소아는요충에감염된경우1일1회1정(400mg)복용합니다 2세미만의소아는이약을복용하지마십시오.,
201803704,만11세이상~만15세미만은1회1정씩|1일2회아침|저녁공복시복용합니다,
200301994,소아는이약을사용하지마십시오.,
201704841,유아및소아는이약을사용하지마십시오.,
199907220,,
198700476,,
200204186,,
200200886,,
198700789,이약을복용하기전에 3개월미만의영아는의사또는약사와상의하십시오는의사또는약사와상의하십시오.,
200501060,,
200800170,어린이에게투여할경우보호자의지도감독하에투여하십시오.,
202001134,,
201206118,만12세이상청소년은1회1정씩|1일1회복용합니다.  만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
200101315,어린이에게투여할경우보호자의지도감독하에투여하십시오.,
202201553,만12세이상은1회1캡슐씩|1일2회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201700700,만12세이상은1회1정|1일1회식후에복용합니다. 만12개월미만의젖먹이는 이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201206828,12세이상1회1정씩|1일1회식후에복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201705676,만12세이상은1회1정씩|1일1회복용합니다. 만 12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
202201059,이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201508281,만12세이상청소년은1회1정씩|1일1회복용합니다.  만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201905072,만12세이상청소년은1회1정|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
201908684,만12세이상은1회1캡슐씩|1일1회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.1개월이상복용하여도증상의개선이없을경우복용을즉각중지하고의사또는약사와상의하십시오.,
201606736,만8세이상은1회1정씩|1일1회복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
201906214,만12세이상은1회1정|1일1회식후에복용합니다. 만12개월미만의젖먹이는이약을복용하지마십시오.이약을복용하기전에 햇빛을많이보고정상적인식사를하는어린이미숙아유아는의사또는약사와상의하십시오.어린이에게투여할경우보호자의지도감독하에투여하십시오,
202005495,,
202006967,만12세이상은1회1캡슐씩|1일1회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.,
202007893,,
202001821,만12세이상은1회1캡슐씩|1일1회복용합니다. 이약을복용하기전에미숙아유아는의사또는약사와상의하십시오.1개월이상복용하여도증상의개선이없을경우복용을즉각중지하고의사또는약사와상의하십시오.,
202007638,,
202007941,,
202006674,,
202008050,,
202008189,,
